"ID" "x_center" "y_center" "trend" "std" "x_poly1" "y_poly1" "x_poly2" "y_poly2" "x_poly3" "y_poly3" "x_poly4" "y_poly4"
  6.8000000e+001 -1.7550000e+002  6.7500000e+001 -1.2665042e+000  2.5330084e-001 -1.7600000e+002  6.7000000e+001 -1.7600000e+002  6.8000000e+001 -1.7500000e+002  6.8000000e+001 -1.7500000e+002  6.7000000e+001
  6.9000000e+001 -1.7550000e+002  6.4500000e+001 -1.3881616e+000  2.7763232e-001 -1.7600000e+002  6.4000000e+001 -1.7600000e+002  6.5000000e+001 -1.7500000e+002  6.5000000e+001 -1.7500000e+002  6.4000000e+001
  7.0000000e+001 -1.7550000e+002  6.1500000e+001 -1.7881684e+000  3.5763369e-001 -1.7600000e+002  6.1000000e+001 -1.7600000e+002  6.2000000e+001 -1.7500000e+002  6.2000000e+001 -1.7500000e+002  6.1000000e+001
  7.1000000e+001 -1.7550000e+002  5.8500000e+001 -1.7357759e+000  3.4715517e-001 -1.7600000e+002  5.8000000e+001 -1.7600000e+002  5.9000000e+001 -1.7500000e+002  5.9000000e+001 -1.7500000e+002  5.8000000e+001
  7.2000000e+001 -1.7550000e+002  5.5500000e+001 -1.3992658e+000  2.7985317e-001 -1.7600000e+002  5.5000000e+001 -1.7600000e+002  5.6000000e+001 -1.7500000e+002  5.6000000e+001 -1.7500000e+002  5.5000000e+001
  7.3000000e+001 -1.7550000e+002  5.2500000e+001 -1.0768445e+000  2.1536891e-001 -1.7600000e+002  5.2000000e+001 -1.7600000e+002  5.3000000e+001 -1.7500000e+002  5.3000000e+001 -1.7500000e+002  5.2000000e+001
  7.4000000e+001 -1.7550000e+002  4.9500000e+001 -9.1771560e-001  1.8354312e-001 -1.7600000e+002  4.9000000e+001 -1.7600000e+002  5.0000000e+001 -1.7500000e+002  5.0000000e+001 -1.7500000e+002  4.9000000e+001
  7.5000000e+001 -1.7550000e+002  4.6500000e+001 -7.9050540e-001  1.5810108e-001 -1.7600000e+002  4.6000000e+001 -1.7600000e+002  4.7000000e+001 -1.7500000e+002  4.7000000e+001 -1.7500000e+002  4.6000000e+001
  7.6000000e+001 -1.7550000e+002  4.3500000e+001 -7.2185261e-001  1.4437052e-001 -1.7600000e+002  4.3000000e+001 -1.7600000e+002  4.4000000e+001 -1.7500000e+002  4.4000000e+001 -1.7500000e+002  4.3000000e+001
  7.7000000e+001 -1.7550000e+002  4.0500000e+001 -6.8065489e-001  1.3613098e-001 -1.7600000e+002  4.0000000e+001 -1.7600000e+002  4.1000000e+001 -1.7500000e+002  4.1000000e+001 -1.7500000e+002  4.0000000e+001
  7.8000000e+001 -1.7550000e+002  3.7500000e+001 -6.7537910e-001  1.3507582e-001 -1.7600000e+002  3.7000000e+001 -1.7600000e+002  3.8000000e+001 -1.7500000e+002  3.8000000e+001 -1.7500000e+002  3.7000000e+001
  7.9000000e+001 -1.7550000e+002  3.4500000e+001 -7.0658277e-001  1.4131655e-001 -1.7600000e+002  3.4000000e+001 -1.7600000e+002  3.5000000e+001 -1.7500000e+002  3.5000000e+001 -1.7500000e+002  3.4000000e+001
  8.0000000e+001 -1.7550000e+002  3.1500000e+001 -7.5948135e-001  1.5189627e-001 -1.7600000e+002  3.1000000e+001 -1.7600000e+002  3.2000000e+001 -1.7500000e+002  3.2000000e+001 -1.7500000e+002  3.1000000e+001
  8.1000000e+001 -1.7550000e+002  2.8500000e+001 -8.5277862e-001  1.7055572e-001 -1.7600000e+002  2.8000000e+001 -1.7600000e+002  2.9000000e+001 -1.7500000e+002  2.9000000e+001 -1.7500000e+002  2.8000000e+001
  8.2000000e+001 -1.7550000e+002  2.5500000e+001 -9.5029524e-001  1.9005905e-001 -1.7600000e+002  2.5000000e+001 -1.7600000e+002  2.6000000e+001 -1.7500000e+002  2.6000000e+001 -1.7500000e+002  2.5000000e+001
  8.3000000e+001 -1.7550000e+002  2.2500000e+001 -1.0451065e+000  2.0902130e-001 -1.7600000e+002  2.2000000e+001 -1.7600000e+002  2.3000000e+001 -1.7500000e+002  2.3000000e+001 -1.7500000e+002  2.2000000e+001
  8.4000000e+001 -1.7550000e+002  1.9500000e+001 -1.1375787e+000  2.2751575e-001 -1.7600000e+002  1.9000000e+001 -1.7600000e+002  2.0000000e+001 -1.7500000e+002  2.0000000e+001 -1.7500000e+002  1.9000000e+001
